ID,번호,유형,공고명,지역,게시일,마감일,상태,조회수,URL
LH_sale_79,1682,공공분양(신혼희망),[정정공고][정정공고]부천괴안B-1블록 신혼희망타운(공공분양) 잔여세대 추가입주자모집공고,경기도,2025.05.29,2025.06.04,접수마감,11909,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060887&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_80,1684,공공분양(신혼희망),의왕초평 A-3블록 신혼희망타운(공공분양) 잔여세대 추가입주자모집공고,경기도,2025.05.29,2025.06.17,접수마감,11231,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060882&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_81,1686,분양주택,"고양원당 e편한세상, 래미안 휴레스트 공가주택 일반매각 공고(무순위)",경기도,2025.05.29,2025.06.20,접수마감,61625,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018160&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_82,1687,공공분양(신혼희망),과천지식정보타운 S-7블록 신혼희망타운(공공분양) 잔여세대 추가입주자모집공고,경기도,2025.05.29,2025.06.18,접수마감,102825,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060883&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_83,1704,공공분양(신혼희망),서울대방 신혼희망타운(공공분양) 잔여세대 입주자모집공고,서울특별시,2025.05.30,2025.06.12,접수마감,123330,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060876&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_84,1705,공공분양(신혼희망),성남복정1 A2블록 신혼희망타운(공공분양) 잔여세대 입주자모집공고,경기도,2025.05.30,2025.06.12,접수마감,78481,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060879&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_85,1710,분양주택,서울강남권도시형주택 석촌·송파 공가세대 일반공급 입주자모집공고(무순위),서울특별시,2025.05.30,2025.06.11,접수마감,81208,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018175&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_86,1720,공공분양(신혼희망),[정정공고]과천지식정보타운 S-7블록 신혼희망타운(공공분양) 잔여세대 추가입주자모집공고,경기도,2025.06.02,2025.06.18,접수마감,602266,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060891&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_87,1722,공공분양(신혼희망),[정정공고]의왕초평 A-3블록 신혼희망타운(공공분양) 잔여세대 추가입주자모집공고,경기도,2025.06.02,2025.06.17,접수마감,57419,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060892&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_88,1730,공공분양(신혼희망),"[정정공고]양산사송 에비뉴원 추가입주자 모집공고(선착순 동호지정, 오백만원 정액제, 5년무이자 할부)",경상남도,2025.06.04,2026.02.28,접수마감,2337,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060896&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_89,1731,공공분양(신혼희망),"양산사송 에비뉴원 추가입주자 모집공고(선착순 동호지정, 오백만원 정액제, 5년무이자 할부)",경상남도,2025.06.04,2026.02.28,접수마감,3245,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060893&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_90,1732,공공분양(신혼희망),"[정정공고]양산사송 에비뉴원 추가입주자 모집공고(선착순 동호지정, 오백만원 정액제, 5년무이자 할부)",경상남도,2025.06.04,2026.02.28,공고중,1492,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060934&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_91,1793,분양주택,부산범천2 1BL 공공분양 잔여세대 입주자모집공고(선착순 동호지정),부산광역시,2025.06.11,2025.12.31,정정공고중,23163,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060898&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_92,1873,분양주택,인천영종 A33·37·60블록 공공분양 잔여세대 입주자모집공고(순번추첨 동호지정),인천광역시,2025.06.19,2025.07.02,접수마감,46950,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060899&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_93,1955,공공분양(신혼희망),울산다운2 A-9 신혼희망타운 선착순 동호지정 공고(5년 무이자할부 및 발코니비용 무상),울산광역시,2025.06.27,2025.12.31,공고중,12681,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060906&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_94,1956,공공분양(신혼희망),서울공릉지구 신혼희망타운(공공분양) 추가 입주자모집공고,서울특별시,2025.06.27,2025.07.10,접수마감,102331,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060903&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_95,1979,분양주택,고양장항 S-1블록 공공분양주택 입주자모집공고,경기도,2025.06.30,2025.07.18,접수마감,85011,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060904&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_96,1982,분양주택,김해북부두산위브 잔여주택 일반매각 선착순 동호지정 공고(2025.06.30),경상남도,2025.06.30,2025.07.17,접수마감,6024,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018303&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_97,2024,분양주택,부천 두산위브트레지움 1단지(부천약대1) 공가세대 일반매각 공고(선착순 동호지정),경기도,2025.07.03,2025.11.30,공고중,74638,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018333&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_98,2077,분양주택,[정정공고]고양장항 S-1블록 공공분양주택 입주자모집공고,경기도,2025.07.09,2025.07.18,접수마감,121803,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060911&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_99,2101,분양주택,[정정공고]익산평화 공공분양주택 추가 입주자모집(5년 무이자할부),전국,2025.07.11,2026.04.30,정정공고중,10532,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060913&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_100,2112,분양주택,[정정공고]부산범천2 1BL 공공분양 잔여세대 입주자모집공고(선착순 동호지정),부산광역시,2025.07.14,2025.12.31,정정공고중,16086,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060914&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_101,2178,분양주택,제주 신축다세대(거로부웅) 일반 매각 공고,제주특별자치도,2025.07.16,2025.07.31,접수마감,4163,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018363&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_102,2184,분양주택,제주 신축다세대(오현부웅) 일반 매각 공고,제주특별자치도,2025.07.16,2025.07.31,접수마감,3908,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018364&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_103,2192,공공분양(신혼희망),인천가정2 A-2블록 신혼희망타운(공공분양) 잔여세대 추가 입주자모집공고,인천광역시,2025.07.17,2025.08.14,접수마감,50336,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060907&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_104,2241,분양주택,양산시 매입임대 잔여주택 일반매각 선착순 동호지정 공고(2025.07.23.),경상남도,2025.07.23,2025.12.31,공고중,9538,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018518&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_105,2248,분양주택,"제주하귀휴먼시아2단지 일반 매각 공고(선착순, 전국유주택)",제주특별자치도,2025.07.23,2025.08.11,접수마감,5777,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018411&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_106,2250,공공분양(신혼희망),남양주왕숙 A-2블록 신혼희망타운(공공분양) 입주자모집공고,경기도,2025.07.24,2025.08.08,접수마감,37186,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060921&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_107,2251,분양주택,남양주왕숙 A-1블록 공공분양주택 입주자모집공고,경기도,2025.07.24,2025.08.08,접수마감,75285,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060920&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_108,2252,분양주택,[정정공고]제주 신축다세대(오현부웅) 일반 매각 공고,제주특별자치도,2025.07.24,2025.07.31,접수마감,3314,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018525&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_109,2253,분양주택,[정정공고]제주 신축다세대(거로부웅) 일반 매각 공고,제주특별자치도,2025.07.24,2025.07.31,접수마감,3153,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018526&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_110,2255,공공분양(신혼희망),평택고덕 A-57-2블록 신혼희망타운(공공분양) 잔여세대 추가입주자모집공고,경기도,2025.07.24,2025.08.04,접수마감,17328,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060916&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_111,2276,공공분양(신혼희망),구리갈매역세권 A-1블록 신혼희망타운(공공분양) 입주자모집공고,경기도,2025.07.29,2025.08.14,접수마감,50603,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060929&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_112,2277,분양주택,왕숙 푸르지오 더 퍼스트(남양주왕숙 B-2BL)공공분양주택(민간참여형) 입주자모집공고,경기도,2025.07.29,2025.08.14,접수마감,108996,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060928&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_113,2278,분양주택,왕숙 푸르지오 더 퍼스트(남양주왕숙 B-1BL)공공분양주택(민간참여형) 입주자모집공고,경기도,2025.07.29,2025.08.14,접수마감,118757,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060927&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_114,2280,분양주택,[정정공고]남양주왕숙 A-1블록 공공분양주택 입주자모집공고,경기도,2025.07.29,2025.08.08,접수마감,107396,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060926&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_115,2281,공공분양(신혼희망),[정정공고]남양주왕숙 A-2블록 신혼희망타운(공공분양) 입주자모집공고,경기도,2025.07.29,2025.08.08,접수마감,62847,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060931&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_116,2286,공공분양(신혼희망),남양주진접2 A-4블록 신혼희망타운(공공분양) 입주자모집공고,경기도,2025.07.30,2025.08.14,접수마감,25742,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060922&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_117,2287,분양주택,남양주진접2 A-1블록 공공분양주택 입주자모집 공고,경기도,2025.07.30,2025.08.19,접수마감,47714,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060918&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_118,2312,분양주택,창원가포 안단테 선착순 입주자 모집공고(1세대2주택 이상 공급 및 기계약자 신청가능),경상남도,2025.08.01,2026.02.28,공고중,11865,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060936&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_119,2337,공공분양(신혼희망),[정정공고]구리갈매역세권 A-1블록 신혼희망타운(공공분양) 입주자모집공고,경기도,2025.08.06,2025.08.14,접수마감,78505,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060943&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_120,2338,분양주택,[정정공고]남양주진접2 A-1블록 공공분양주택 입주자모집 공고,경기도,2025.08.06,2025.08.19,접수마감,88631,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060938&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_121,2339,공공분양(신혼희망),[정정공고]남양주진접2 A-4블록 신혼희망타운(공공분양) 입주자모집공고,경기도,2025.08.06,2025.08.14,접수마감,34206,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060937&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_122,2346,분양주택,행정중심복합도시(세종시) 첫마을 3단지 공가주택 일반매각 공고(순번추첨 동호지정),세종특별자치시,2025.08.07,2025.08.18,접수마감,19160,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018545&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_123,2351,공공분양(신혼희망),과천주암 C2블록 신혼희망타운(공공분양) 입주자모집공고,경기도,2025.08.08,2025.08.21,접수마감,205619,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060939&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_124,2378,공공분양(신혼희망),"광주선운2 A-1,3블록 신혼희망타운 공공분양 선착순계약[2025.04.08공고 재게시]",광주광역시,2025.08.13,2025.12.31,공고중,16954,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060919&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_125,2398,분양주택,[선착순 동·호지정] 영천문외 센트럴타운 공공분양주택 추가 입주자 모집공고,경상북도,2025.08.20,2025.10.02,접수마감,5883,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060953&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_126,2422,분양주택,[정정공고][정정공고]부산범천2 1BL 공공분양 잔여세대 입주자모집공고(선착순 동호지정),부산광역시,2025.08.22,2025.12.31,정정공고중,13177,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060957&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_127,2435,분양주택,광주전남혁신 빛가람LH3단지 잔여세대 일반매각 공고(순번추첨 동호지정),전라남도,2025.08.26,2025.09.10,접수마감,7630,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018630&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_128,2449,분양주택,"경기남부권(성남·수원·안양·오산·화성) 공가세대 일반매각 공고(무순위, 무주택, 수도권거주제한, 잔금납부 70일 이내)",경기도,2025.08.28,2025.09.09,접수마감,63082,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018635&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_129,2450,분양주택,"경기남부권(성남) 공가세대 일반매각 공고(무순위, 유주택자계약가능, 수도권거주제한, 잔금납부 70일 이내)",경기도,2025.08.28,2025.09.09,접수마감,10980,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018634&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_130,2451,분양주택,"[정정공고]경기남부권(성남) 공가세대 일반매각 공고(무순위, 유주택자계약가능, 수도권거주제한, 잔금납부 70일 이내)",경기도,2025.08.28,2025.09.09,접수마감,44907,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018650&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_131,2452,분양주택,의정부우정 A-1블록 공공분양주택 입주자모집공고,경기도,2025.08.28,2025.09.19,접수마감,52072,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060959&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_132,2464,분양주택,[정정공고][선착순 동·호지정] 영천문외 센트럴타운 공공분양주택 추가 입주자 모집공고,경상북도,2025.08.29,2025.10.02,접수마감,4179,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060960&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_133,2496,분양주택,대전대동2 1블록 공공분양 지구주민 우선공급 입주자모집공고,대전광역시,2025.09.05,2025.09.17,접수마감,16154,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060968&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_134,2504,공공분양(신혼희망),울산다운2 A-9 신혼희망타운 선착순 동호지정 공고(5년 무이자할부 및 발코니비용 무상),울산광역시,2025.09.05,2025.12.31,공고중,11066,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060967&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_135,2527,공공분양(신혼희망),평택고덕 A-53블록 신혼희망타운(공공분양) 추가입주자모집공고[순번추첨 동호지정계약],경기도,2025.09.09,2025.09.19,접수마감,16957,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060966&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_136,2642,공공분양(신혼희망),"고양장항 A-2, A-4, A-5블록 신혼희망타운(공공분양) 잔여세대 추가입주자모집공고",경기도,2025.09.15,2025.09.26,접수마감,56927,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060962&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_137,2649,분양주택,고양지축 B-1블록 공공분양주택 잔여세대 추가입주자모집공고,경기도,2025.09.15,2025.09.26,접수마감,68566,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060970&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_138,2658,분양주택,[정정공고][선착순 동·호지정] 영천문외 센트럴타운 공공분양주택 추가 입주자 모집공고,경상북도,2025.09.16,2025.10.02,접수마감,1664,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060975&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_139,2661,분양주택,"제주하귀휴먼시아2단지 잔여세대 매각 공고(상시,선착순,유주택)",제주특별자치도,2025.09.16,2025.12.31,공고중,11489,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018681&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_140,2685,공공분양(신혼희망),남양주별내 A25블록 신혼희망타운(공공분양) 추가입주자모집공고,경기도,2025.09.18,2025.09.30,접수마감,23813,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060964&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_141,2687,공공분양(신혼희망),시흥하중 A-4블록 신혼희망타운(공공분양) 입주자모집공고,경기도,2025.09.19,2025.10.02,접수마감,24860,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060972&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_142,2697,분양주택,[정정공고]익산평화 공공분양주택 추가 입주자모집(5년 무이자할부),전국,2025.09.22,2026.04.30,공고중,6783,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060980&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_143,2698,분양주택,[정정공고][정정공고][정정공고]부산범천2 1BL 공공분양 잔여세대 입주자모집공고(선착순 동호지정),부산광역시,2025.09.22,2025.12.31,공고중,14739,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060982&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_144,2704,공공분양(신혼희망),[정정공고]시흥하중 A-4블록 신혼희망타운(공공분양) 입주자모집공고,경기도,2025.09.23,2025.10.02,접수마감,33291,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060985&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_145,2706,분양주택,영천해피포유 미분양매입 잔여세대 선착순 수의계약 공고,경상북도,2025.09.23,2026.04.22,공고중,4434,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018820&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_146,2707,공공분양(신혼희망),[정정공고]남양주별내 A25블록 신혼희망타운(공공분양) 추가입주자모집공고,경기도,2025.09.23,2025.09.30,접수마감,39272,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060986&ccrCnntSysDsCd=02&uppAisTpCd=39&aisTpCd=39
LH_sale_147,2723,분양주택,울산태화강변 A-2블록 공공분양주택 입주자모집공고,울산광역시,2025.09.26,2025.10.15,접수마감,13787,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060991&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_148,2728,분양주택,남양주진접2 A-7블록 공공분양주택 입주자모집 공고,경기도,2025.09.26,2025.10.17,접수마감,151414,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060988&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_149,2744,분양주택,원주무실 A-2블록 공공분양주택 입주자모집공고,강원특별자치도,2025.09.30,2025.10.21,접수마감,12076,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060987&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_150,2757,분양주택,대구신서화성파크드림 무순위 일반매각 공고,대구광역시,2025.10.01,2025.10.20,접수마감,7125,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018762&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_151,2759,분양주택,경남 김해시·양산시 다세대주택 잔여세대 일반매각(무순위),경상남도,2025.10.01,2025.10.22,접수마감,4568,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018849&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_152,2767,분양주택,[정정공고]울산태화강변 A-2블록 공공분양주택 입주자모집공고,울산광역시,2025.10.02,2025.10.15,접수마감,17940,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060994&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_153,2795,분양주택,[정정공고]원주무실 A-2블록 공공분양주택 입주자모집공고,강원특별자치도,2025.10.15,2025.10.21,접수마감,8261,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060997&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_154,2796,분양주택,서귀포혁신1단지 잔여세대 일반매각 공고,제주특별자치도,2025.10.15,2025.10.28,접수마감,5301,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300018871&ccrCnntSysDsCd=03&uppAisTpCd=05&aisTpCd=05
LH_sale_155,2817,분양주택,대전대동2 1블록 공공분양 입주자모집공고,대전광역시,2025.10.17,2025.10.29,접수마감,22847,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060998&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
LH_sale_156,2821,분양주택,"파주운정3 A16, A17, A22, A23블록 공공분양주택 잔여세대 추가 입주자모집공고",경기도,2025.10.17,2025.10.28,접수마감,84046,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060978&ccrCnntSysDsCd=02&uppAisTpCd=05&aisTpCd=05
