ID,번호,유형,공고명,지역,게시일,마감일,상태,조회수,URL
LH_lease_442,961,국민임대,"대구칠곡5단지 국민임대주택 예비입주자 모집공고(36형,45형)",대구광역시,2025.03.19,2025.04.03,접수마감,14647,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017710&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_443,962,국민임대,경북 칠곡왜관4단지 국민임대주택 예비입주자 모집공고(51형),경상북도,2025.03.19,2025.04.01,접수마감,3064,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017657&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_444,963,국민임대,춘천시·홍천군 지역 국민임대주택 예비입주자 모집(2025.03.19),강원특별자치도,2025.03.19,2025.04.03,접수마감,20512,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017701&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_445,964,국민임대,대구달성본리2단지 국민임대주택 예비입주자 모집 공고(51형),대구광역시,2025.03.19,2025.04.02,접수마감,10664,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017731&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_446,965,국민임대,"김천대신휴먼시아 국민임대주택 예비입주자 모집(36,51형)",경상북도,2025.03.19,2025.04.02,접수마감,4442,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017623&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_447,966,국민임대,속초청대 국민임대주택 예비입주자 모집공고(2025. 3. 19.),강원특별자치도,2025.03.19,2025.04.02,접수마감,7087,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017707&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_448,967,국민임대,강릉교동2 국민임대주택 예비입주자 모집공고(2025.03.19),강원특별자치도,2025.03.19,2025.04.03,접수마감,3142,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017651&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_449,968,국민임대,옥천군 지역 국민임대 예비입주자 모집 공고,충청북도,2025.03.19,2025.04.02,접수마감,1322,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017724&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_450,969,국민임대,[남부권]청주시지역 국민임대주택 예비입주자 모집,충청북도,2025.03.19,2025.04.02,접수마감,30396,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017738&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_451,970,국민임대,[중부권]청주시지역 국민임대주택 예비입주자 모집,충청북도,2025.03.19,2025.04.02,접수마감,22963,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017743&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_452,971,국민임대,[정정공고]인천옹진백령 국민임대주택 예비입주자 모집,인천광역시,2025.03.19,2025.03.28,접수마감,4641,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017746&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_453,972,국민임대,[정정공고]강릉교동2 국민임대주택 예비입주자 모집공고(2025.03.19),강원특별자치도,2025.03.19,2025.04.03,접수마감,12193,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017747&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_454,973,국민임대,[정정공고]인천 중부권 국민임대 예비입주자 모집공고(2025.03.14),인천광역시,2025.03.19,2025.03.25,접수마감,29434,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017740&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_455,974,국민임대,2025.03.19. 국민임대주택 예비입주자 정례모집(함안군),경상남도,2025.03.19,2025.04.03,접수마감,1629,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017700&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_456,975,국민임대,2025.03.19. 국민임대주택 예비입주자 정례모집(의령군),경상남도,2025.03.19,2025.04.03,접수마감,1515,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017699&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_457,976,국민임대,2025.03.19. 국민임대주택 예비입주자 정례모집(창원시),경상남도,2025.03.19,2025.04.03,접수마감,14202,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017694&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_458,977,국민임대,나주시 국민임대주택 통합정례 예비입주자 모집(2025.03.19. 공고),전라남도,2025.03.19,2025.04.03,접수마감,10605,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017674&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_459,978,국민임대,횡성읍하 국민임대주택 예비입주자 모집,강원특별자치도,2025.03.19,2025.04.01,접수마감,4146,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017679&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_460,979,국민임대,장성군 국민임대주택 예비입주자 모집(2025.03.19.),전라남도,2025.03.19,2025.04.02,접수마감,3749,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017722&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_461,980,국민임대,'2025.3.19. 순천시·여수시·보성군 국민임대주택 예비입주자 모집(입주자격완화),전라남도,2025.03.19,2025.04.02,접수마감,26325,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017709&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_462,981,국민임대,광주광역시 국민임대주택 예비입주자 모집(2025.03.19.),광주광역시,2025.03.19,2025.04.03,접수마감,68777,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017681&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_463,982,국민임대,원주시지역 국민임대주택 예비입주자 모집,강원특별자치도,2025.03.19,2025.04.03,접수마감,22313,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017678&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_464,983,국민임대,밀양부북2 국민임대주택 예비입주자 모집 공고,경상남도,2025.03.19,2025.04.01,접수마감,5107,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017646&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_465,984,국민임대,김해시 지역 국민임대주택 예비입주자 모집 공고,경상남도,2025.03.19,2025.04.02,접수마감,36520,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017644&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_466,985,국민임대,"[정정공고]대구시 달서구, 달성군, 경북 고령군 국민임대주택 예비입주자 모집공고",대구광역시 외,2025.03.19,2025.04.04,접수마감,50734,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017745&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_467,986,국민임대,울산광역시 국민임대주택 예비입주자 정례모집 공고(2025.03.19.),울산광역시,2025.03.19,2025.04.04,접수마감,7917,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017691&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_468,987,국민임대,부산광역시 국민임대주택 예비입주자 정례모집 공고(25.03.19.),부산광역시,2025.03.19,2025.04.03,접수마감,56043,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017705&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_469,988,국민임대,"경북서부지역(구미시,김천시,의성군,대구광역시 군위군) 국민임대주택 예비자모집 공고",대구광역시 외,2025.03.19,2025.04.04,접수마감,19400,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017698&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_470,989,국민임대,대전관저5 천년나무1단지 국민임대 예비입주자 모집 공고(2025.03.19),대전광역시,2025.03.19,2025.04.03,접수마감,6258,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017708&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_471,990,국민임대,창원시 지역 진해청안해오름 국민임대주택 예비입주자 모집공고(2025.03.19.),경상남도,2025.03.19,2025.04.01,접수마감,7245,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017702&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_472,991,국민임대,거제시_거제일운 국민임대주택 예비입주자 모집공고(2025.03.19.),경상남도,2025.03.19,2025.04.01,접수마감,2788,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017744&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_473,992,국민임대,창녕창녕 국민임대주택 예비입주자 정례모집 공고('25.03.19.),경상남도,2025.03.19,2025.04.01,접수마감,4153,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017742&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_474,993,국민임대,"목포,무안,영암,강진,장흥,해남지역 국민임대주택 예비입주자 모집(2025.03.19.)",전라남도,2025.03.19,2025.04.03,접수마감,21487,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017721&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_475,994,국민임대,남해군 남해평리 국임임대주택 예비입주자 모집공고(2025.03.19.),경상남도,2025.03.19,2025.04.01,접수마감,3386,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017732&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_476,995,국민임대,"(2025.03.19) 전주시, 완주군 지역 국민임대주택 예비입주자 모집 공고",전북특별자치도,2025.03.19,2025.04.02,접수마감,26909,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017696&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_477,996,국민임대,양산대석 국민임대주택 예비입주자 정례모집 공고('25.03.19),경상남도,2025.03.19,2025.04.08,접수마감,6160,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017741&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_478,997,국민임대,익산시 국민임대주택 예비입주자 모집,전북특별자치도,2025.03.19,2025.04.02,접수마감,13203,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017711&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_479,998,국민임대,공주신관6단지 국민임대주택 예비입주자 모집(공고일 : 25.03.19),충청남도,2025.03.19,2025.04.03,접수마감,2082,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017661&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_480,999,국민임대,대전느리울13단지 국민임대주택 예비입주자 모집공고(2025.03.19),대전광역시,2025.03.19,2025.03.31,접수마감,21290,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017605&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_481,1000,국민임대,전북 남부권 지역 국민임대주택 예비입주자 모집,전북특별자치도,2025.03.19,2025.04.17,접수마감,7881,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017673&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_482,1001,국민임대,대전천동1단지 국민임대주택 예비입주자 모집공고(공고일:2025.03.19),대전광역시,2025.03.19,2025.04.02,접수마감,17191,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017672&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_483,1002,국민임대,진천광혜원2 국민임대주택 예비입주자 모집(2025.3.19 공고),충청북도,2025.03.19,2025.04.02,접수마감,8107,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017720&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_484,1003,국민임대,"대구시 동구, 경북 경산시 국민임대주택 예비입주자 모집(대구율하5,6,7,10,15, 경산상방, 경산진량)",대구광역시 외,2025.03.19,2025.04.04,접수마감,55566,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017692&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_485,1004,국민임대,청양읍내2 국민임대주택 예비입주자 모집 (공고일 : 2025.03.19),충청남도,2025.03.19,2025.04.02,접수마감,3808,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017715&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_486,1005,국민임대,대전광역시 동구지역 국민임대주택 예비자 모집공고(2025.03.19),대전광역시,2025.03.19,2025.04.09,접수마감,8848,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017730&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_487,1006,국민임대,계룡시 지역 국민임대주택 예비자 모집공고(2025.03.19),충청남도,2025.03.19,2025.04.08,접수마감,1875,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017729&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_488,1007,국민임대,부여군 지역 국민임대주택 예비자 모집공고(2025.03.19),충청남도,2025.03.19,2025.04.10,접수마감,2005,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017728&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_489,1008,국민임대,금산군 지역 국민임대주택 예비자 모집공고(2025.03.19),충청남도,2025.03.19,2025.04.02,접수마감,1285,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017725&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_490,1009,국민임대,논산시 지역 국민임대주택 예비자 모집공고(2025.03.19),충청남도,2025.03.19,2025.04.03,접수마감,2768,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017723&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_491,1010,국민임대,보령동대4 국민임대주택 예비입주자 모집(공고일 : 2025.03.19),충청남도,2025.03.19,2025.04.03,접수마감,6132,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017641&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_492,1011,국민임대,논산대교휴먼시아 국민임대주택 예비입주자 모집(공고일:2025.03.19),충청남도,2025.03.19,2025.04.03,접수마감,3999,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017665&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_493,1012,국민임대,양산시 국민임대주택 예비입주자 자격완화 정례모집('25.03.19),경상남도,2025.03.19,2025.04.01,접수마감,23539,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017636&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_494,1013,국민임대,군산시 국민임대주택 예비입주자 모집,전북특별자치도,2025.03.19,2025.04.04,접수마감,16131,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017735&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_495,1014,국민임대,"강원영동지역[정선군,태백시]국민임대주택 예비입주자 모집(25.3.19 공고)",강원특별자치도,2025.03.19,2025.04.03,접수마감,4599,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017671&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_496,1015,국민임대,[정정공고]대전관저5 천년나무1단지 국민임대 예비입주자 모집 공고(2025.03.19),대전광역시,2025.03.19,2025.04.03,접수마감,25426,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017751&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_497,1023,국민임대,[정정공고]옥천군 지역 국민임대 예비입주자 모집 공고(정정),충청북도,2025.03.20,2025.04.02,접수마감,4055,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017753&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_498,1024,국민임대,[정정공고]원주무실5 국민임대주택 예비입주자 모집공고(2025.03.19.),강원특별자치도,2025.03.20,2025.04.08,접수마감,12816,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017757&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_499,1025,국민임대,[정정공고]인천시 서구 마전주공 국민임대주택 예비입주자 모집,인천광역시,2025.03.20,2025.03.25,접수마감,19238,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017761&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_500,1026,국민임대,[정정공고]울산광역시 국민임대주택 예비입주자 정례모집 공고(2025.03.19.),울산광역시,2025.03.20,2025.04.04,접수마감,30046,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017762&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_501,1027,국민임대,[정정공고]전북 남부권 지역 국민임대주택 예비입주자 모집,전북특별자치도,2025.03.20,2025.04.17,접수마감,35333,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017755&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_502,1029,행복주택,"당진우강송산A1,보령웅천, 도청이전신도시RH10-1 행복주택 자격완화 추가모집",충청남도,2025.03.20,2025.04.16,접수마감,23618,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017631&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=10
LH_lease_503,1031,국민임대,[정정공고][정정공고]김포장기 초당마을 국민임대주택 예비입주자 모집공고(2025.03.14.),경기도,2025.03.20,2025.04.04,접수마감,42062,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017685&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_504,1034,국민임대,태백철암1 국민임대주택 예비입주자 모집 공고(2025.03.21),강원특별자치도,2025.03.20,2025.05.30,접수마감,610,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017764&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_505,1035,영구임대,[입주자격완화] 평택고덕 A-58블록 영구임대주택 입주자 추가모집,경기도,2025.03.20,2025.04.03,접수마감,65731,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017736&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_506,1038,공공임대,부산범천2 1블록 10년분양전환 공공임대 잔여세대 추가모집,부산광역시,2025.03.21,2025.04.02,접수마감,31697,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060831&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_507,1039,영구임대,평창종부 고령자복지주택 추가(예비) 입주자 모집,강원특별자치도,2025.03.21,2025.04.09,접수마감,3857,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017638&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_508,1040,국민임대,[정정공고]계룡시 지역 국민임대주택 예비자 모집공고(2025.03.19),충청남도,2025.03.21,2025.04.08,접수마감,6134,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017767&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_509,1041,국민임대,[정정공고]부여군 지역 국민임대주택 예비자 모집공고(2025.03.19),충청남도,2025.03.21,2025.04.10,접수마감,4859,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017768&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_510,1042,국민임대,[정정공고]금산군 지역 국민임대주택 예비자 모집공고(2025.03.19),충청남도,2025.03.21,2025.04.02,접수마감,2955,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017769&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_511,1043,국민임대,[정정공고]논산시 지역 국민임대주택 예비자 모집공고(2025.03.19),충청남도,2025.03.21,2025.04.03,접수마감,9188,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017770&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_512,1044,국민임대,[정정공고]대전광역시 동구지역 국민임대주택 예비자 모집공고(2025.03.19),대전광역시,2025.03.21,2025.04.09,접수마감,18538,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017771&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_513,1046,국민임대,[정정공고]공주신관6단지 국민임대주택 예비입주자 모집(공고일 : 25.03.19)(수정),충청남도,2025.03.21,2025.04.03,접수마감,7327,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017774&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_514,1047,공공임대,대전천동3 5블록 10년 분양전환공공임대주택 예비입주자 모집공고('25.03.21),대전광역시,2025.03.21,2025.04.03,접수마감,38000,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060833&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_515,1048,가정어린이집,부산 명지 B8블록(스위트 팰리스) 가정어린이집 운영예정자 모집공고,부산광역시,2025.03.21,2025.04.07,접수마감,5269,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060829&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=40
LH_lease_516,1053,공공임대,화성동탄2 10년 분양전환공공임대주택(리츠) 예비입주자모집공고('25.03),경기도,2025.03.24,2025.04.02,접수마감,116735,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=0000060757&ccrCnntSysDsCd=02&uppAisTpCd=06&aisTpCd=08
LH_lease_517,1054,영구임대,사천벌리1 영구임대주택 예비입주자 모집('25.03.25.),경상남도,2025.03.25,2025.04.11,접수마감,4960,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017785&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_518,1055,영구임대,강릉입암3 영구임대주택 예비입주자 모집,강원특별자치도,2025.03.25,2025.04.11,접수마감,6349,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017748&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=09
LH_lease_519,1059,국민임대,전북장수 1BL 국민임대주택 입주자 추가 모집,전북특별자치도,2025.03.25,2025.04.10,접수마감,5116,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017772&ccrCnntSysDsCd=03&uppAisTpCd=06&aisTpCd=07
LH_lease_520,1061,매입임대,[광주시] 2025년 기존주택 등 매입임대주택 예비입주자 모집 공고,경기도,2025.03.25,2025.04.09,접수마감,10646,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017801&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_521,1062,매입임대,[서울지역본부] 기존주택 등 매입임대주택 예비입주자 모집공고,전국,2025.03.26,2025.04.15,접수마감,41116,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017792&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
LH_lease_522,1063,매입임대,[서울지역본부] 고령자 매입임대주택 예비입주자 모집공고,전국,2025.03.26,2025.04.15,접수마감,25883,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?mi=1026&panId=2015122300017786&ccrCnntSysDsCd=03&uppAisTpCd=13&aisTpCd=26
