번호,제목,담당부서,등록일,조회수,URL
5134,고덕강일지구 자족기능시설용지3BL 분양신청 결과,분양부,2025-09-17,1330,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293787
5133,(수정) 2025년 신정도시마을 잔여세대 입주자모집공고(25.09.17.),맞춤주택공급부,2025-09-17,18221,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293598
5132,2025년 제1차 국민임대주택 입주자 모집(2025.8.20.공고) 선순위 청약접수결과 및 접수마감 안내,공공주택공급부,2025-09-17,31414,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293798
5131,2025년 1차 미리내집 입주자 모집공고(신혼·신생아 매입임대주택Ⅱ),매입주택공급부,2025-09-16,127070,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293061
5130,씨드큐브 창동 오피스 수의계약(창업기업 임대) 공고,자산운영부,2025-09-15,367,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293744
5129,마곡지구 및 고덕강일지구 토지매매 알선장려금 제도 시행 안내,분양부,2025-09-15,3897,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293715
5128,[청년형] 특화형 매입임대주택(금천구) 입주자 모집 공고(운영기관 : 한지붕 협동조합),매입주택공급부,2025-09-15,9281,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293586
5127,2024년 2차 청년안심주택(2024. 7. 26. 공고) 예비5차 당첨자 발표,맞춤주택공급부,2025-09-12,10116,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293653
5126,2024년 제1차 국민임대주택(2024.09.26.공고) 예비3차 당첨자 및 동호배정 결과,공공주택공급부,2025-09-12,9710,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293652
5125,2021년 제1차 국민임대주택(2021.09.24.공고) 예비17차 당첨자 및 동호배정 결과,공공주택공급부,2025-09-12,4096,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293646
5124,2025년 신혼신생아 Ⅰ전세임대 입주자 정기모집(2025.6.11.) 입주대상자 발표(계약안내문 첨부),전세주택공급부,2025-09-12,8872,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293650
5123,[토지지원 사회주택] 어울리 에어스페이스 신림3호점 입주자 추가 모집공고(9. 4.자 공고 수정공고),공공개발금융부,2025-09-11,3935,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293630
5122,[당첨자발표] 청년 매입임대주택 입주자모집 예비자 공급 대상자 발표(2024년 1차 예비5차) 및 계약안내,매입주택공급부,2025-09-10,8406,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293570
5121,[예비2차] 1~2인가구를 위한 도시형생활주택 모집공고(2024.12.27.) 당첨자 발표,맞춤주택공급부,2025-09-09,11594,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293527
5120,씨드큐브 창동 오피스(업무시설) 선착순 수의계약 임대 공고,자산운영부,2025-09-09,4345,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293522
5119,제44차 장기전세주택(2024.06.27.공고) 예비 5차 입주대상자 발표,미리내집공급부,2025-09-08,12071,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293419
5118,고덕강일지구 용지 분양 개찰 결과,분양부,2025-09-08,1214,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293498
5117,전산작업에 따른 서비스(하나인증서) 이용 안내,시스템운영부,2025-09-08,774,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293491
5116,제4차 장기전세주택2(2025.4.11.공고) 예비 1차 입주대상자 발표,미리내집공급부,2025-09-05,14458,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293408
5115,건설사업관리용역 사업수행능력 세부평가기준 개정 공고,건축기술부,2025-09-05,268,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293405
5114,가든파이브 툴동 잔여상가 수의계약 분양공고 종료,가든파이브관리부,2025-09-05,562,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293349
5113,『천왕역 모아엘가 트레뷰』 장기전세주택 입주안내문,구로주거안심종합센터,2025-09-04,386,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293333
5112,[라봄 성동] 청년안심주택 주택공개 및 사전점검 안내,성동주거안심종합센터,2025-09-02,118,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293256
5111,에드가 개봉 청년안심주택 주택공개 및 사전점검 안내문 게시,구로주거안심종합센터,2025-09-02,1359,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293227
5110,[용산 남영역 롯데캐슬 헤리티지] 청년안심주택 사용승인서 게시,용산주거안심종합센터,2025-09-01,2058,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293185
5109,[어반허브 서울 스테이션] 청년안심주택 사용승인서 게시,용산주거안심종합센터,2025-09-01,1297,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293183
5108,[중랑구 상봉동 100] 청년안심주택 사용검사 확인증 게시,중랑주거안심종합센터,2025-08-29,234,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293059
5107,홍은동 청년협동조합(이웃기웃) 잔여세대 입주자 모집공고(2025.04.30.) 최종입주대상자 및 예비자 발표,매입주택공급부,2025-08-29,4861,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292852
5106,백악관타워(청년안심주택)  사용승인서(필증) 게시,중랑주거안심종합센터,2025-08-29,126,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293050
5105,백악관타워(청년안심주택) 주택공개 안내문 게시,중랑주거안심종합센터,2025-08-29,1744,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293049
5104,[세이지움 상봉] 사용검사 확인증 게시,중랑주거안심종합센터,2025-08-29,211,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293048
5103,2025년 1차 청년안심주택(2025.04.09.공고) 당첨자 및 예비자 발표,맞춤주택공급부,2025-08-29,33691,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293043
5102,2025년 1차 행복주택(2025.4.25.공고) 당첨자 및 예비자 발표,공공주택공급부,2025-08-29,13911,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293007
5101,전산작업에 따른 서비스(PASS인증서) 이용 안내,시스템운영부,2025-08-29,8204,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293016
5100,마곡지구 편익시설용지 선착순수의계약 분양 공고,분양부,2025-08-29,1953,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293015
5099,[부준준공인가증] 디에이치퍼스티어 아이파크  부분준공인가증 게시,강남주거안심종합센터,2025-08-29,558,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=293037
5098,홈페이지 등 공사 시스템 일시 중단 안내,시스템운영부,2025-08-28,2773,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292983
5097,2025년 2차 장기미임대 매입임대주택 입주자 모집공고(2025.08.28.),매입주택공급부,2025-08-28,235459,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292857
5096,장기안심주택 2025년 12월 재계약 대상자 입주자격 심사결과,맞춤주택공급부,2025-08-28,4300,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292850
5095,제48차 장기전세주택 입주자 모집공고(2025.8.14.) 최종 청약접수 결과 및 청약마감 안내,미리내집공급부,2025-08-28,21095,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292935
5094,"2025년 하반기 일반 매입임대주택(다가구,원룸) 입주대기자 모집공고(2025.08.27.)",매입주택공급부,2025-08-27,23911,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292811
5093,2025년 2차 임대상가 재공급 모집공고,자산운영부,2025-08-27,7166,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292899
5092,서울 영등포 공공주택지구 주택 현물보상 공고,보상총괄부,2025-08-27,2391,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292896
5091,주거복지직 대체인력뱅크 5회차 채용 합격자 발표 및 임용등록 안내,인사부,2025-08-26,1293,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292841
5090,장기안심주택 2026년 1월 재계약 대상자 입주자격 심사서류 제출 안내,맞춤주택공급부,2025-08-26,6994,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292612
5089,2025년 2차 청년안심주택 서류심사대상자 발표(2025.07.30. 공고),맞춤주택공급부,2025-08-22,33619,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292684
5088,2025년 창동 아우르네빌리지 예비1차 당첨자 발표,공공주택공급부,2025-08-22,2909,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292613
5087,상계마들단지 재정비사업 생활대책 기준 공고,이주지원부,2025-08-22,1794,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292696
5086,하계5단지 재정비사업 생활대책 기준 공고,이주지원부,2025-08-22,1678,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292694
5085,세이지움 개봉 청년안심주택 예비2차 입주 안내문 및 주차장 이용 안내문 게시,구로주거안심종합센터,2025-08-21,1227,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292635
5084,2025년 청년 체험형 인턴 최종합격자 발표 및 임용등록 안내,인사부,2025-08-20,1922,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292585
5083,2025년 제1차 국민임대주택 입주자 모집공고(2025.8.20.공고),공공주택공급부,2025-08-20,427888,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292541
5082,서초 성뒤마을 공공주택지구 공동주택용지2(B1) 일반분양(현상설계공모) 참가자 확정공고 게시,건축설계부,2025-08-20,2093,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292569
5081,주거복지직 대체인력뱅크 서류전형 결과 및 면접대상자 발표,인사부,2025-08-19,785,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292537
5080,「세운4구역 최적화계획 및 MD구성 전략 컨설팅 용역」 서면질의에 대한 회신 공지,세운사업부,2025-08-18,379,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292494
5079,제2기 여성건축가 등 인력자원 공개모집,건축설계부,2025-08-18,844,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292472
5078,홈페이지 등 공사 시스템 일시 중단 안내,시스템운영부,2025-08-18,3463,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292451
5077,제48차 장기전세주택 입주자 모집공고(2025.8.14.공고),미리내집공급부,2025-08-14,224505,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292305
5076,2025년 2차 청년안심주택(공공임대) 입주자 모집공고(2025. 7. 30.) 최종 청약경쟁률 게시,맞춤주택공급부,2025-08-14,60823,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292457
5075,[예비2차] 신내의료안심주택 잔여세대 모집공고(2024. 9.27.) 당첨자 발표,맞춤주택공급부,2025-08-13,5056,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292327
5074,제5차 장기전세주택2(미리내집) 입주자 모집공고(2025.7.28.) 청약 접수결과,미리내집공급부,2025-08-13,29577,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292289
5073,수서역세권 공공주택지구 훼손지 복구사업 보상협의 공시송달 공고,용지보상부,2025-08-13,2147,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292361
5072,서초 성뒤마을 공공주택지구 공동주택용지2(B1) 일반분양(현상설계공모) 재공고,건축설계부,2025-08-12,2970,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292232
5071,[청년형] 특화형 매입임대주택(금천구) 입주자 모집 공고(운영기관 : 한지붕 협동조합),매입주택공급부,2025-08-11,11253,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292019
5070,[청년형] 특화형 매입임대주택(강동구) 입주자 모집 공고(운영기관 : 한지붕 협동조합),매입주택공급부,2025-08-11,12588,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292018
5069,주거복지직 대체인력뱅크 상시모집 5회차 채용계획 안내,인사부,2025-08-08,1925,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292147
5068,제4차 장기전세주택2(2025.04.11. 공고) 당첨자 및 예비입주자 발표,미리내집공급부,2025-08-08,18594,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292135
5067,2023년 제1차 국민임대주택(2023.06.23.공고) 예비10차 당첨자 및 동호배정 결과,공공주택공급부,2025-08-08,6417,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292131
5066,마곡지구 편익시설용지 분양 재공고 개찰결과 게시,분양부,2025-08-08,780,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292128
5065,2022년 제1차 국민임대주택 예비17차 공급관련 안내,공공주택공급부,2025-08-08,4223,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292149
5064,천왕역 모아엘가 트레뷰 준공인가증 게시,구로주거안심종합센터,2025-08-08,219,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292137
5063,[청년형] 특화형 매입임대주택(금천구) 입주자 모집 공고(운영기관 : 한지붕 협동조합),매입주택공급부,2025-08-07,4273,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292020
5062,[청년형] 특화형 매입임대주택(은평구) 입주자 모집 공고(운영기관 : 협동조합 큰바위얼굴),매입주택공급부,2025-08-07,4692,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292016
5061,홍은동 청년협동조합주택 조합단 인터뷰 대상자 발표(2025. 04. 30. 공고),매입주택공급부,2025-08-06,507,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292015
5060,2025년 청년 체험형 인턴 서류전형 합격자 발표 및 면접전형 대상자 안내,인사부,2025-08-06,1346,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292063
5059,2025년도 제2차 신축약정 매입임대주택 매도인 추천 감정평가법인 선정 결과 공개,주택매입사업부,2025-08-06,1879,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292060
5058,[청년형] 특화형 매입임대주택(금천구) 입주자 모집 공고(운영기관 : 한지붕 협동조합),매입주택공급부,2025-08-06,5519,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=292009
5057,2024년 3차 청년안심주택(2024. 12. 23. 공고) 예비2차 당첨자 발표,맞춤주택공급부,2025-08-01,16186,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291891
5056,세이지움 개봉 청년안심주택 예비2차 당첨자 주택공개 및 사전점검 안내문 게시,구로주거안심종합센터,2025-08-01,1871,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291899
5055,천왕역 모아엘가 트레뷰 임시사용승인서 게시,구로주거안심종합센터,2025-07-31,114,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291842
5054,2022년 2차 행복주택(2022.12.27.공고) 예비입주자 1차 재심사대상자 발표 및 서류제출 안내,공공주택공급부,2025-07-31,7672,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291823
5053,2022년 3차 서울리츠 행복주택(2022.12.23.공고) 예비입주자 1차 재심사대상자 발표 및 서류제출 안내,공공주택공급부,2025-07-31,3221,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291821
5052,2022년 2차 서울리츠 행복주택(2022.10.24.공고) 예비입주자 1차 재심사대상자 발표 및 서류제출 안내,공공주택공급부,2025-07-31,1633,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291817
5051,2022년 1차 행복주택(2022.6.21.공고) 예비입주자 2차 재심사대상자 발표 및 서류제출 안내,공공주택공급부,2025-07-31,1713,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291492
5050,2022년 1차 서울리츠 행복주택(2022.5.27.공고) 예비입주자 2차 재심사대상자 발표 및 서류제출 안내,공공주택공급부,2025-07-31,1112,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291491
5049,2021년 2차 행복주택(2021.12.28.공고) 예비입주자 3차 재심사대상자 발표 및 서류제출 안내,공공주택공급부,2025-07-31,1806,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291474
5048,2025년 제1차 보증금지원형 장기안심주택 당첨자 발표 및 계약안내,맞춤주택공급부,2025-07-31,16020,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291794
5047,"고덕강일지구 용지 분양 공고(상업시설용지, 근린생활시설용지, 주차장용지)",분양부,2025-07-31,7036,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291731
5046,서울주택도시개발공사 임대공급관리원 육아휴직 대체인력 최종합격자 발표 및 임용등록 안내,인사부,2025-07-31,938,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291719
5045,2024년 제1차 국민임대주택(2024.09.26.공고) 예비2차 계약결과 게시,공공주택공급부,2025-07-31,6334,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291804
5044,힐스테이트 청량리 메트로블(용두1-3구역) 준공인가증 게시,동대문주거안심종합센터,2025-07-30,1601,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291793
5043,2025년 2차 청년안심주택(공공임대) 입주자 모집공고(2025.07.30.),맞춤주택공급부,2025-07-30,193970,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291790
5042,전산작업에 따른 서비스 이용 안내,시스템운영부,2025-07-30,712,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291650
5041,2025년 만리동 예술인 협동조합주택 잔여세대 입주자 모집공고(‘25.7.7.공고) 객관적평가(서류심사) 대상자 발표,맞춤주택공급부,2025-07-29,2870,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291685
5040,천왕역 모아엘가 트레뷰 장기전세주택 주택공개 및 사전점검 안내문 게시,구로주거안심종합센터,2025-07-29,2085,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291727
5039,제5차 장기전세주택2(미리내집) 입주자 모집공고,미리내집공급부,2025-07-28,209217,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291611
5038,용산국제업무지구 도시개발사업 사업시행자 소유 토지 감정평가법인 선정 공고,보상총괄부,2025-07-28,2588,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291612
5037,"2025년 지원주택(장애인, 노숙인, 정신질환자, 어르신 유형) 입주자 모집 공고",매입주택공급부,2025-07-25,10114,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291475
5036,제3차 장기전세주택2(2024.12.20.공고) 예비 2차 입주대상자 발표(계약 및 입주기간 정정),미리내집공급부,2025-07-25,13513,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291544
5035,2025년 1차 청년 매입임대주택(2025. 6. 27.) 서류심사대상자 발표 및 서류제출 안내,매입주택공급부,2025-07-25,53835,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291531
5034,2025년 2차 행복주택 서류심사 대상자 발표 및 서류 제출 안내,공공주택공급부,2025-07-25,56545,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291469
5033,[청계SK뷰] 청계SK뷰 사용검사 확인증 게시,성동주거안심종합센터,2025-07-25,122,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291507
5032,용산국제업무지구 도시개발사업 사업시행자 감정평가법인 선정 공고,보상총괄부,2025-07-24,2676,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291406
5031,장기안심주택 2025년 12월 재계약 대상자 입주자격 심사서류 제출 안내(정정),맞춤주택공급부,2025-07-24,3876,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291398
5030,2025년 1차 청년 매입임대주택(2025.06.27.) 인터넷 청약신청 최종 결과 및 경쟁률 공지,매입주택공급부,2025-07-23,17657,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291431
5029,장기안심주택 2025년 11월 재계약 대상자 입주자격 심사결과,맞춤주택공급부,2025-07-23,2982,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291358
5028,[청년형] 특화형 매입임대주택(강동구) 입주자 모집 공고(운영기관 : 협동조합 큰바위얼굴),매입주택공급부,2025-07-23,4461,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291179
5027,주거복지직 대체인력뱅크 4회차 채용 합격자 발표,인사부,2025-07-22,844,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291373
5026,e편한세상 답십리 아르테포레 단지내 상가 선착순 수의계약 분양 공고 중지 알림,정비사업지원부,2025-07-18,935,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291201
5025,2025년 2차 행복주택 입주자 모집(2025.06.27.공고) 최종 청약 경쟁률 게시,공공주택공급부,2025-07-18,38153,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291114
5024,전산작업에 따른 서비스(휴대폰인증) 이용 안내,시스템운영부,2025-07-17,246,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291116
5023,서울주택도시개발공사 2025년 청년 체험형 인턴 채용공고,인사부,2025-07-15,5945,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290981
5022,서울 영등포 공공주택지구 대토보상 재공고,보상총괄부,2025-07-15,2723,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291035
5021,[수정] 2025년 위국헌신청년주택(부상제대군인 청년 매입임대주택) 입주자 모집 공고(2025. 7. 15.),매입주택공급부,2025-07-15,3205,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291028
5020,공동주택 생활에티켓 안내문,주택관리부,2025-07-15,584,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=291029
5019,주거복지직 대체인력뱅크 4회차 채용 면접대상자 안내,인사부,2025-07-14,688,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290949
5018,위례 의료복합용지 민간사업자 공모 우선협상대상자 선정 공지,도시계획부,2025-07-14,1523,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290982
5017,[메이플자이] 장기전세주택1 입주안내문 게시,서초주거안심종합센터,2025-07-14,248,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290947
5016,2024년 2차 청년안심주택(2024. 7. 26. 공고) 예비4차 당첨자 발표,맞춤주택공급부,2025-07-11,21470,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290868
5015,2024년 제1차 국민임대주택(2024.09.26.공고) 예비2차 당첨자 및 동호배정 결과,공공주택공급부,2025-07-11,11601,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290846
5014,2021년 제1차 국민임대주택(2021.09.24.공고) 예비16차 당첨자 및 동호배정 결과,공공주택공급부,2025-07-11,4324,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290842
5013,마곡지구 편익시설용지 분양 재공고,분양부,2025-07-10,1423,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290807
5012,고덕강일지구 및 내곡도시형생활주택 단지내 상가 중개알선 수수료 지급 선착순 분양 공고,자산운영부,2025-07-10,1573,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290767
5011,(7.10(목) 18시 마감) 주거복지직 대체인력뱅크 상시모집 4회차 채용계획 안내,인사부,2025-07-10,2040,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290530
5010,2025년 만리동 예술인 협동조합주택 잔여세대 입주자 모집공고(수정),맞춤주택공급부,2025-07-07,13046,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290666
5009,"위례지구 단독주택용지(주거전용, 점포겸용) 선착순수의계약 분양 공고",분양부,2025-07-07,12431,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290656
5008,위례지구 용지(업무3 및 주차장2) 선착순수의계약 분양 공고,분양부,2025-07-07,4542,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290652
5007,홈페이지 일부 서비스 중단 안내,시스템운영부,2025-07-04,1031,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290558
5006,[센터스퀘어발산] 예비1차 입주안내문,강서주거안심종합센터,2025-07-03,125,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290541
5005,마곡지구 편익시설용지(S6 등) 개찰 결과,분양부,2025-07-03,1082,https://www.i-sh.co.kr/main/lay2/program/S1T294C295/www/brd/m_241/view.do?seq=290535
